credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec
1,major_purchase,0.1253,257.69,11.47634446,13.43,692,3990.0,16343,81.3,2,0,0
0,major_purchase,0.0983,482.82,11.09741002,9.38,732,960.0416667000002,664,1.6,2,0,0
1,debt_consolidation,0.1411,219.07,10.71441777,16.05,692,2970.0,8959,90.5,0,0,0
1,credit_card,0.1218,499.5,10.79957558,16.97,722,4200.958333,11530,49.1,0,0,0
1,credit_card,0.1159,188.21,11.9511804,11.92,692,3089.958333,64451,91.9,2,0,0
1,debt_consolidation,0.1496,840.15,11.112447900000001,21.74,687,8189.041667,43703,77.8,0,0,0
0,debt_consolidation,0.1128,73.14,10.87804719,16.78,702,5160.0,31412,52.8,5,0,0
1,debt_consolidation,0.1218,166.5,10.88743693,10.5,692,6119.958333,4819,55.3,0,0,0
1,major_purchase,0.1287,168.17,10.645424900000002,20.14,682,3930.0,2035,40.0,2,1,0
1,all_other,0.1287,336.34,10.08580911,8.45,697,3750.041667,1303,18.4,0,1,0
1,debt_consolidation,0.1051,243.81,10.645424900000002,16.23,727,3573.958333,26784,63.6,1,0,0
1,educational,0.1461,68.96,10.08580911,14.86,692,1349.958333,261,87.0,0,0,0
1,debt_consolidation,0.1221,266.52,11.184421400000002,9.87,782,4829.958333,54855,10.8,0,0,0
1,all_other,0.1221,133.26,9.271999752000001,13.54,747,1289.958333,21,0.2,0,0,0
1,major_purchase,0.1183,132.54,11.00209984,8.44,707,5249.958333,8459,63.1,0,1,0
1,debt_consolidation,0.1253,70.28,11.12726298,8.33,682,5429.958333,11023,72.0,3,0,1
1,debt_consolidation,0.1253,635.86,11.33499426,10.54,717,7739.958333,30092,85.0,1,1,0
1,all_other,0.08,313.37,11.35035948,1.06,772,6780.0,2227,5.4,0,0,0
1,small_business,0.1531,313.34,11.32900263,3.45,742,5520.0,6218,8.1,0,0,1
0,educational,0.1461,168.93,10.5789798,2.63,667,3180.041667,3288,74.7,5,0,0
1,small_business,0.0963,481.42,11.91839057,8.44,812,6750.041667,67128,31.3,2,0,0
1,major_purchase,0.0714,30.94,10.83958091,16.99,762,5580.041667,737,7.8,1,0,0
1,debt_consolidation,0.1039,184.97,10.49127422,9.57,697,2430.0,6342,74.4,0,0,0
1,debt_consolidation,0.0807,125.48,9.980448594,10.33,742,1920.0416670000002,3737,55.8,1,0,0
1,debt_consolidation,0.0714,278.46,11.50287513,10.04,787,6781.041667,17107,35.6,0,0,0
1,debt_consolidation,0.16,421.89,11.73606902,23.85,662,6089.958333,61956,85.6,2,1,0
1,debt_consolidation,0.0774,312.19,10.51867319,16.02,772,5070.0,15520,52.6,0,0,0
1,debt_consolidation,0.1347,441.0,10.85892207,12.44,707,2700.041667,8898,75.4,0,0,0
1,debt_consolidation,0.1039,389.41,10.34817337,17.0,717,3209.041667,0,0.0,2,0,0
1,all_other,0.0737,69.86,11.36673138,6.83,777,4890.041667,103088,29.8,1,0,0
0,home_improvement,0.1513,260.47,11.22524339,17.76,647,5850.0,12902,70.1,0,0,0
1,debt_consolidation,0.1197,260.62,12.10071213,6.65,682,3900.0,20237,24.4,3,0,0
1,all_other,0.1158,99.05,10.81977828,3.89,732,1650.0,9,0.2,1,0,0
1,small_business,0.1028,323.98,10.217422000000001,10.7,712,1379.0,3534,54.4,0,0,0
1,debt_consolidation,0.0714,262.99,11.22364211,19.7,777,5280.041667,9411,20.3,0,0,0
1,debt_consolidation,0.1322,540.81,11.39639165,5.66,732,5160.041667,6847,75.2,3,0,0
1,small_business,0.0788,469.21,11.41861479,9.61,792,5700.041667,4176,8.8,0,0,0
1,credit_card,0.1148,626.41,12.07254125,12.73,747,8219.958333,29658,42.2,1,0,0
0,debt_consolidation,0.1071,130.41,10.54534144,3.85,687,810.0,6283,57.1,0,0,0
1,debt_consolidation,0.1565,489.81,10.81977828,6.0,662,3270.0,1221,12.2,3,0,0
1,all_other,0.1357,509.53,10.70324447,4.88,717,4589.958333,6588,79.4,1,0,0
1,small_business,0.0838,315.12,11.58058411,2.28,742,4740.0,15043,65.2,2,0,0
1,all_other,0.1357,169.85,10.83036208,14.75,687,3899.958333,0,0.0,0,1,0
1,all_other,0.1148,296.72,11.60823564,11.02,712,8830.0,38771,38.5,1,0,0
1,small_business,0.08,188.02,10.1266311,12.62,762,5194.0,8440,17.1,3,0,0
1,debt_consolidation,0.0932,159.74,10.71441777,20.35,737,1950.0,4717,51.3,0,0,0
1,home_improvement,0.1183,745.52,11.44035477,10.89,757,9540.0,60376,47.9,0,0,0
1,debt_consolidation,0.1166,462.74,10.91508846,8.42,687,3749.958333,17623,83.1,0,1,0
1,debt_consolidation,0.1189,497.46,11.15625052,6.19,747,2700.041667,16476,43.1,0,0,0
0,home_improvement,0.1766,163.72,10.81977828,24.46,647,5790.0,16723,70.6,0,0,0
1,educational,0.0838,293.85,9.392661928999999,0.0,737,1139.0,0,0.0,1,0,0
1,all_other,0.0963,70.61,10.645424900000002,21.77,722,2970.0,14544,38.0,0,0,0
0,credit_card,0.1367,221.12,11.91839057,14.8,672,6511.958333,88223,89.4,4,0,0
1,debt_consolidation,0.1322,243.37,11.00209984,14.42,682,6210.0,23079,74.9,0,0,0
1,all_other,0.16,175.79,10.77891462,3.73,672,1530.0,3218,42.9,3,0,0
1,credit_card,0.1379,115.86,11.05089001,20.11,692,3990.0,18212,56.4,1,0,0
1,debt_consolidation,0.1229,50.03,10.27505111,4.18,662,2850.0,0,0.0,3,0,0
1,all_other,0.0807,297.99,11.05089001,3.49,792,5939.0,40384,9.2,1,0,0
1,debt_consolidation,0.1379,245.35,10.58354949,18.57,682,2370.041667,9625,56.0,2,0,0
1,all_other,0.1322,81.13,10.77167988,20.67,682,3420.0,19888,94.7,1,0,0
0,debt_consolidation,0.1734,279.42,10.858999,28.36,672,4469.958333,17905,92.3,1,0,1
1,all_other,0.0751,298.65,10.96819829,9.89,777,5250.041667,3592,13.2,1,0,0
1,major_purchase,0.0932,63.9,10.94192512,5.71,787,3570.0,21,0.4,2,0,0
1,debt_consolidation,0.1209,332.58,11.2185544,19.01,692,4500.041667,16390,89.6,0,0,1
1,all_other,0.1273,201.4,10.95080655,7.73,687,4680.041667,0,0.0,0,1,2
1,major_purchase,0.1221,79.96,10.04324949,9.5,712,1380.041667,981,25.2,0,0,0
1,credit_card,0.1126,394.36,10.71441777,17.39,722,2699.958333,5079,14.8,2,0,0
0,all_other,0.1531,139.27,10.55581274,8.34,667,3810.041667,1151,9.8,6,0,0
1,all_other,0.1148,138.47,11.08214255,11.11,722,4380.0,4351,76.3,0,0,0
1,all_other,0.1062,97.68,10.385913699999998,0.37,807,11730.0,55,0.2,6,0,0
0,all_other,0.0838,204.84,10.78931908,4.0,742,3661.0,0,2.9,3,0,0
0,debt_consolidation,0.1304,539.42,11.21182037,6.11,697,2430.0,16917,71.1,5,0,0
1,debt_consolidation,0.1148,105.5,10.66895539,21.43,712,3664.0,11262,27.1,1,0,0
1,debt_consolidation,0.1141,329.34,11.27090486,14.03,692,4470.041667,8473,27.6,3,1,1
0,all_other,0.1568,280.02,11.39639165,12.08,677,7170.0,22187,45.5,6,0,0
1,credit_card,0.0894,476.58,11.22524339,5.55,777,6840.0,1892,5.3,2,0,0
1,small_business,0.0951,800.95,11.08214255,2.14,777,4559.041667,3326,14.3,6,0,0
1,debt_consolidation,0.1209,299.32,10.87804719,4.3,692,1679.9583329999998,9735,72.1,1,0,0
1,all_other,0.0743,155.38,11.46163217,3.83,772,2535.0,3660,6.8,0,0,0
1,debt_consolidation,0.1645,300.71,10.16585182,15.83,677,1473.0,9306,97.6,0,0,0
0,all_other,0.1122,173.25,11.15625052,25.78,722,4080.0,17844,31.1,0,0,0
1,all_other,0.1459,448.05,10.73639668,22.98,677,3288.0,7719,55.9,0,0,0
0,debt_consolidation,0.1947,479.66,11.42954386,24.4,662,6030.041667,58439,70.8,9,0,0
1,debt_consolidation,0.1284,430.31,11.00209984,11.62,697,2160.0,13957,46.1,0,0,0
1,all_other,0.07400000000000001,31.06,10.34174248,0.97,812,6030.041667,753,2.4,0,0,0
0,credit_card,0.1191,364.89,11.05673006,13.9,687,2339.958333,22954,66.0,4,0,0
1,credit_card,0.1287,235.44,10.03801845,19.56,707,3000.0,12315,94.7,1,0,0
1,debt_consolidation,0.157,525.17,11.35035948,20.44,672,5490.0,28511,56.7,1,0,0
0,debt_consolidation,0.1154,494.93,10.81977828,0.0,687,299.9583333,557,22.3,1,0,0
1,debt_consolidation,0.1033,129.69,10.34174248,10.03,702,3839.958333,6796,32.4,0,0,0
0,all_other,0.1158,79.24,10.1266311,19.54,727,3210.0,268,26.8,5,0,0
1,debt_consolidation,0.1347,203.54,9.998615897999999,7.31,712,3780.041667,6095,73.4,2,0,0
1,all_other,0.1273,50.35,10.20507253,17.8,692,1830.0,12614,85.2,0,0,0
1,debt_consolidation,0.1379,511.14,11.00209984,7.12,692,5640.041667,24803,77.5,2,0,1
1,debt_consolidation,0.0894,301.04,10.20359214,7.07,752,3840.041667,7866,44.7,0,0,0
1,debt_consolidation,0.1158,495.21,11.19821472,10.22,752,8400.0,16877,54.4,1,0,0
1,all_other,0.1531,452.6,10.42821608,20.52,712,1200.0,1867,66.7,1,0,0
1,major_purchase,0.0859,158.06,11.15625052,2.35,747,8160.041667,71,0.3,1,0,0
1,home_improvement,0.0945,192.06,11.60823564,8.68,722,13349.95833,1390,1.8,1,0,0
1,debt_consolidation,0.1025,194.31,11.50287513,21.9,712,3030.041667,6809,42.3,3,0,0
1,credit_card,0.1183,298.21,11.15625052,10.83,712,2459.958333,9237,41.4,1,0,0
0,home_improvement,0.1316,149.44,11.26446411,15.83,697,3359.958333,38558,64.7,4,0,0
1,major_purchase,0.1222,376.52,10.95080655,22.76,712,4650.0,8939,74.5,0,0,0
1,credit_card,0.0963,320.95,11.00209984,11.24,742,5790.0,3649,33.8,2,0,0
1,all_other,0.0774,187.32,11.23056255,16.76,792,3900.041667,0,0.0,3,0,0
1,debt_consolidation,0.0964,320.99,11.112447900000001,3.6,712,2850.0,10157,26.2,0,1,0
1,small_business,0.1411,232.76,10.53209621,10.3,707,3779.958333,1356,17.4,2,1,0
1,debt_consolidation,0.1496,692.93,12.46843691,12.58,687,9660.041667,38910,93.3,2,0,0
1,credit_card,0.1287,588.59,11.69524702,14.98,712,2759.958333,10488,45.0,2,0,0
1,debt_consolidation,0.1148,659.37,11.18266986,11.37,747,7380.0,26967,63.0,0,0,0
1,debt_consolidation,0.0788,306.55,10.77895629,7.95,742,3990.0,11723,34.5,0,0,0
1,all_other,0.0863,221.4,10.75363848,12.23,727,2940.958333,1287,7.8,0,0,0
1,major_purchase,0.1505,55.51,10.08580911,14.15,667,3450.041667,9603,96.0,1,0,0
1,debt_consolidation,0.1357,424.61,10.62132735,23.94,687,3000.0,8180,83.5,2,0,0
1,home_improvement,0.0774,140.49,11.192720199999998,17.85,757,8465.041667,20362,19.6,0,1,0
1,small_business,0.1357,135.88,11.30958454,8.71,762,3244.0,8328,11.0,1,0,0
0,debt_consolidation,0.1442,41.26,11.08992755,14.49,672,1740.0,690,6.8,6,0,0
1,credit_card,0.1099,392.83,11.2708539,14.14,732,3198.041667,0,0.0,1,0,0
1,home_improvement,0.1008,807.62,11.46163217,10.42,757,11970.04167,16386,11.3,0,0,0
1,credit_card,0.1442,469.33,11.06563786,22.43,682,3510.0,34847,68.1,1,1,0
0,debt_consolidation,0.0743,108.77,12.61153775,1.0,802,8593.958333,150786,17.0,0,0,0
1,debt_consolidation,0.1114,623.27,11.08846101,21.56,787,5460.0,3526,7.8,0,0,0
1,credit_card,0.1099,818.38,11.3736634,22.83,737,7350.0,42752,39.2,3,0,0
1,all_other,0.1221,566.36,11.28978191,7.93,742,6378.041667,15146,27.2,1,0,0
1,all_other,0.0768,62.39,10.77895629,13.6,752,3733.0,6316,11.5,3,0,0
1,all_other,0.1287,336.34,11.35040654,15.8,697,5010.041667,7241,44.7,2,0,0
1,debt_consolidation,0.1183,298.21,10.4341158,17.12,712,3030.041667,13533,42.3,1,0,0
0,debt_consolidation,0.145,123.06,11.40756495,9.37,647,2850.0,20827,74.4,1,0,0
1,major_purchase,0.0714,154.7,11.49272276,8.33,752,7350.0,28209,58.4,0,0,0
1,debt_consolidation,0.0859,252.89,10.59663473,17.7,757,6180.0,26120,32.7,1,0,0
1,debt_consolidation,0.1426,686.12,11.22524339,8.02,687,3479.958333,15278,76.4,3,0,0
1,all_other,0.0832,134.6,10.49127422,1.77,757,4019.958333,6837,17.5,3,0,0
1,major_purchase,0.1189,530.63,11.26446411,5.23,742,3600.0,16578,44.8,0,0,0
1,debt_consolidation,0.1114,164.02,10.04324949,4.33,727,2130.0,3612,54.6,0,1,0
1,all_other,0.1039,129.81,10.30895266,6.04,697,6330.0,10366,64.4,0,0,1
1,all_other,0.1254,133.9,9.903487553,18.72,677,7590.0,9961,94.9,1,0,0
1,all_other,0.0996,96.75,11.03488966,11.98,682,1799.0,12640,83.2,0,0,0
1,debt_consolidation,0.1292,336.56,10.52406404,6.74,672,2609.0,7067,65.8,0,0,0
1,all_other,0.0751,186.66,11.22765382,18.31,742,5911.0,26463,37.6,0,0,0
1,debt_consolidation,0.1322,709.82,11.48246626,20.1,712,4358.0,22245,72.5,2,0,0
1,debt_consolidation,0.0963,128.38,11.33857208,8.6,732,2039.9583329999998,3275,14.7,0,0,0
1,credit_card,0.1496,242.52,11.26446411,2.64,667,3660.0,54727,89.2,0,0,0
1,debt_consolidation,0.1083,620.51,10.91501573,14.34,772,4229.958333,5503,55.0,4,0,0
1,credit_card,0.1178,49.67,11.98292909,7.68,682,3630.0,5350,87.7,3,0,0
1,debt_consolidation,0.1311,269.96,10.91508846,6.37,687,3270.0,10039,69.2,0,0,0
1,debt_consolidation,0.1459,689.3,11.58058411,16.63,687,4170.041667,9431,87.3,2,0,0
1,all_other,0.102,177.99,10.73630972,6.03,787,4589.958333,1442,13.5,0,0,0
1,all_other,0.1126,32.87,10.96819829,15.41,707,5279.958333,16302,71.8,3,0,0
1,credit_card,0.1287,235.44,10.81977828,16.06,692,2940.0,19609,73.7,2,0,0
1,credit_card,0.1114,328.04,10.71441777,22.13,732,3720.0,12253,18.9,2,1,0
1,all_other,0.1317,77.69,10.52277288,2.26,672,3895.958333,2211,88.4,0,0,0
1,debt_consolidation,0.1095,235.54,11.46167427,7.01,717,12060.0,10147,31.7,3,0,0
1,debt_consolidation,0.1347,227.29,11.18725073,14.21,687,5760.041667,53683,74.4,0,0,0
1,debt_consolidation,0.1459,413.58,10.87804719,16.53,687,1201.041667,9114,54.6,0,0,0
1,credit_card,0.0932,263.57,10.5865844,24.45,757,8970.0,29576,41.1,2,0,0
1,debt_consolidation,0.1474,86.35,9.779963066,19.08,672,1771.0,5002,32.1,3,0,0
0,all_other,0.1407,20.53,10.34817337,20.54,642,2369.041667,14670,79.3,3,0,0
1,credit_card,0.1191,165.86,10.645424900000002,23.63,742,5207.0,9347,13.5,8,0,0
1,debt_consolidation,0.1387,327.5,11.60823564,18.62,662,6299.958333,68030,82.7,3,0,0
0,small_business,0.1537,871.16,12.03765399,0.61,707,7230.0,4066,46.3,4,0,1
1,all_other,0.1379,85.19,9.903487553,23.82,667,2700.041667,5411,76.1,1,0,0
0,debt_consolidation,0.0859,379.33,12.01370075,10.21,807,8191.041667,198058,5.1,0,0,0
1,credit_card,0.1347,182.34,10.16585182,23.68,687,2280.0,16757,85.1,0,0,0
1,debt_consolidation,0.1385,255.78,10.96127785,14.33,682,4050.0,4955,88.5,1,0,0
1,credit_card,0.1221,433.1,10.97164063,16.04,707,3885.041667,12671,60.6,1,0,0
1,all_other,0.0976,803.87,12.20607265,4.95,777,2159.0,54392,0.0,0,0,0
1,debt_consolidation,0.1253,334.67,11.08214255,3.54,707,4890.041667,9514,27.2,1,0,0
1,debt_consolidation,0.1287,274.12,10.93310697,23.57,687,5100.0,11508,51.8,0,0,0
1,all_other,0.1392,85.35,10.645424900000002,21.17,667,2519.958333,20323,78.8,3,0,0
1,debt_consolidation,0.1505,294.88,9.903487553,12.0,667,2490.041667,6574,79.2,1,0,0
1,debt_consolidation,0.1099,818.38,11.13225053,12.13,737,5400.041667,19596,43.8,0,0,0
1,all_other,0.1695,178.14,11.60823564,14.95,677,6990.0,49238,48.3,0,4,0
0,all_other,0.1091,163.49,12.48370438,8.3,677,7080.041667,2053,2.6,25,0,0
1,all_other,0.0751,93.33,11.15625052,11.49,747,3240.0,9574,36.0,4,0,0
1,credit_card,0.1114,164.02,11.16336799,12.65,742,1950.0416670000002,5238,73.4,0,0,0
0,small_business,0.1426,514.59,11.28978191,17.86,782,11220.0,235868,17.5,0,0,0
1,credit_card,0.1183,662.68,11.40756495,14.55,737,6119.958333,24839,81.2,0,0,0
1,debt_consolidation,0.1392,136.55,9.998797732,21.49,667,3335.0,12925,67.7,0,0,0
1,debt_consolidation,0.16,527.36,11.08214255,5.72,677,1440.0,10472,51.1,1,0,0
1,debt_consolidation,0.1392,443.78,11.112447900000001,21.58,687,2789.958333,19335,74.4,0,0,0
1,small_business,0.1635,537.01,10.645424900000002,18.57,707,7710.0,21389,69.9,1,0,0
1,all_other,0.0705,95.79,11.28978191,10.56,772,12689.95833,5378,18.8,0,0,0
1,all_other,0.0788,62.57,10.20359214,21.56,717,2220.0,8344,42.8,1,0,0
1,debt_consolidation,0.1166,178.49,10.9560559,15.92,687,4505.958333,3037,76.8,0,1,0
1,debt_consolidation,0.0932,191.69,10.46310334,7.85,737,3210.0,9432,47.2,2,0,0
0,all_other,0.1438,294.66,10.91508846,12.87,642,3242.0,4776,27.9,13,0,0
1,all_other,0.07400000000000001,93.18,10.77895629,2.8,762,14039.958330000001,3771,14.7,0,0,0
1,all_other,0.1158,528.22,11.12136326,2.2,732,4740.0,6476,40.7,1,0,0
0,major_purchase,0.1186,232.04,11.184421400000002,9.18,667,4110.041667,0,0.0,18,0,0
0,credit_card,0.1947,922.42,11.56171563,19.81,662,3380.041667,20622,76.4,5,0,0
1,debt_consolidation,0.1357,594.45,10.96992094,13.45,692,2519.958333,5799,76.3,0,0,0
1,all_other,0.1051,174.73,11.43932198,19.8,762,7590.0,14494,29.6,6,0,0
1,all_other,0.0712,57.23,10.46310334,11.59,772,5970.041667,6035,19.0,0,0,0
1,all_other,0.1114,360.84,11.38509209,8.35,762,5223.0,4397,48.9,0,0,0
1,home_improvement,0.0774,265.36,10.6465671,23.77,782,9630.0,9955,20.0,0,0,0
0,all_other,0.1316,185.74,9.952277717000001,19.2,677,10898.0,9369,76.2,4,0,0
1,home_improvement,0.0775,156.11,12.32385568,6.48,752,5339.958333,2160,2.3,1,0,0
0,credit_card,0.1461,517.13,11.51292546,11.12,682,2580.0,26435,88.7,4,0,0
1,debt_consolidation,0.0932,325.86,11.57119437,0.17,767,4409.958333,9943,10.9,0,0,0
1,home_improvement,0.1253,234.27,11.47210347,21.43,692,4740.0,52264,82.8,1,0,0
1,all_other,0.1362,339.94,10.80972795,1.21,672,2519.0,0,0.0,0,1,0
1,credit_card,0.087,63.32,11.15625052,6.07,712,2550.0,5967,19.8,1,0,0
1,debt_consolidation,0.1316,354.59,10.91523391,7.0,702,1920.0416670000002,10720,63.4,1,0,0
1,home_improvement,0.1178,248.32,10.30895266,17.72,692,6270.0,6349,44.7,1,1,0
1,debt_consolidation,0.1347,508.84,10.88743693,14.06,702,11460.0,7701,30.3,1,3,0
1,all_other,0.0737,60.54,10.54534144,14.49,777,4950.041667,1595,5.1,0,0,0
0,debt_consolidation,0.1229,236.81,10.1266311,15.55,672,990.0,10410,63.9,1,0,0
0,all_other,0.092,191.36,11.48246626,19.6,737,12240.04167,40904,34.4,12,0,0
1,debt_consolidation,0.0774,156.1,10.31890299,12.91,752,8973.958333,15813,75.7,0,0,0
1,debt_consolidation,0.0751,410.65,10.85321306,17.8,772,8340.041667,6294,33.5,0,0,0
1,major_purchase,0.1287,302.7,11.11382009,15.85,692,3209.958333,22002,81.2,3,0,0
1,home_improvement,0.0775,93.67,11.73606902,2.14,762,8370.0,21050,1.0,0,0,0
0,all_other,0.1154,164.98,10.91508846,10.0,697,3190.0,2447,65.5,4,0,0
1,credit_card,0.08,100.28,10.66895539,8.6,742,3150.041667,5624,32.0,0,0,0
0,all_other,0.1632,670.96,10.6359516,17.16,692,1680.0,10022,24.7,6,0,0
1,all_other,0.1357,203.82,10.96812932,9.37,692,1410.0,902,20.0,1,0,0
0,debt_consolidation,0.1343,169.51,9.903487553,0.0,652,330.0,0,0.0,1,0,0
0,major_purchase,0.1229,266.83,11.31007462,14.2,677,5609.958333,1921,23.7,9,0,1
1,debt_consolidation,0.08,188.02,11.00209984,9.82,762,6419.041667,5274,45.9,1,0,0
1,all_other,0.0901,381.66,11.69524702,4.28,722,4080.041667,7335,45.8,1,1,0
1,all_other,0.1316,607.87,10.71774556,18.82,692,1979.9583329999998,17833,66.1,1,0,0
1,credit_card,0.1316,195.87,10.87804719,5.52,702,2040.0416670000002,6105,74.5,0,0,0
1,all_other,0.1426,171.53,11.31442574,9.34,667,3660.0,4232,46.0,1,0,0
1,debt_consolidation,0.1218,499.5,11.26968124,18.26,717,7320.0,32207,61.7,3,0,0
1,home_improvement,0.1253,560.56,11.00209984,8.56,727,6599.958333,25409,38.1,0,0,0
1,all_other,0.08,219.36,10.70324447,7.77,767,3870.0,6301,22.7,1,0,0
1,small_business,0.1568,420.02,11.46163217,22.68,712,3000.041667,27844,89.8,2,0,0
1,debt_consolidation,0.1418,274.13,10.53049493,20.71,662,4140.041667,5723,52.0,1,0,0
1,debt_consolidation,0.1496,519.68,11.112447900000001,13.81,687,2640.0,13217,96.5,0,0,0
1,debt_consolidation,0.1126,315.49,11.09741002,18.31,722,4110.041667,39660,46.5,0,0,0
1,debt_consolidation,0.1284,605.13,11.20504069,7.69,717,3217.0,4724,78.7,0,0,0
0,all_other,0.1166,66.11,10.51867319,17.29,672,3389.041667,42969,83.1,4,0,0
1,debt_consolidation,0.1218,299.7,10.81977828,19.42,707,3989.958333,4711,77.2,3,0,0
0,debt_consolidation,0.1576,294.33,10.83340541,21.24,647,2070.041667,13565,79.3,1,0,0
1,all_other,0.1059,162.73,9.61580548,24.4,737,3209.958333,0,0.0,3,0,0
1,all_other,0.0714,154.7,11.15910359,6.31,747,4260.041667,5413,20.0,1,0,0
1,debt_consolidation,0.16699999999999998,674.53,10.88743693,19.87,667,3904.958333,17176,73.4,1,0,0
1,credit_card,0.1253,669.33,11.36986308,20.13,717,6210.0,51324,63.6,0,0,0
1,debt_consolidation,0.1221,759.58,10.66895539,15.49,727,3330.0,19226,70.9,1,1,0
1,credit_card,0.1253,200.8,10.49127422,19.0,687,2880.0,7333,34.7,0,1,0
0,debt_consolidation,0.1696,223.6,11.28978191,19.89,642,4649.958333,16012,44.2,6,1,0
1,credit_card,0.1221,692.95,11.15625052,16.94,752,6467.0,14337,46.7,0,0,0
0,credit_card,0.1387,104.05,11.22524339,10.14,647,7260.0,17142,54.6,2,0,0
0,major_purchase,0.1078,163.18,10.18111929,13.55,687,4109.041667,40091,33.2,0,0,0
1,debt_consolidation,0.0863,209.54,9.487972109,9.73,727,1559.958333,6282,44.6,0,0,0
0,all_other,0.1375,340.57,11.74878779,1.95,657,5100.0,6298,86.3,2,3,0
1,all_other,0.0775,124.89,10.08580911,6.0,752,2729.041667,2666,12.1,0,0,0
1,debt_consolidation,0.0743,155.38,11.69524702,2.29,777,3540.0,8379,16.9,0,0,0
1,credit_card,0.1287,151.35,10.46310334,19.78,682,2490.0,4726,73.8,1,0,0
1,all_other,0.1474,138.15,10.34794899,0.0,692,1350.0,0,0.0,2,0,0
1,debt_consolidation,0.1189,431.14,10.93364254,20.11,737,5040.041667,12755,64.4,0,0,0
1,credit_card,0.1103,245.65,11.25504424,21.11,717,5587.958333,68356,71.6,2,0,0
0,debt_consolidation,0.1628,564.73,10.91871823,7.96,652,3929.0,13614,70.9,3,0,0
1,small_business,0.1913,73.45,10.81977828,17.28,677,3996.0,11132,98.5,1,1,0
1,all_other,0.08,235.03,10.71441777,7.17,797,6090.0,9409,11.1,1,0,0
1,all_other,0.0775,124.89,10.96127785,1.33,767,2485.041667,2325,8.2,0,0,0
1,all_other,0.1025,485.78,10.51867319,3.66,742,2730.041667,3508,21.1,2,0,0
1,credit_card,0.1148,435.19,10.650175500000001,13.79,747,5970.0,36646,32.5,0,0,0
0,debt_consolidation,0.1804,532.64,11.31447453,20.96,657,6360.041667,24391,98.4,3,2,0
1,debt_consolidation,0.0933,790.86,11.00209984,0.82,767,2100.0,916,6.8,0,0,0
1,debt_consolidation,0.0832,47.23,10.54534144,2.53,732,2789.958333,3421,22.1,1,0,0
1,credit_card,0.1126,492.95,11.849397699999999,13.52,747,4919.958333,29790,15.6,0,0,0
1,debt_consolidation,0.1426,171.53,10.81985828,18.57,667,4619.958333,10883,27.2,2,0,0
1,debt_consolidation,0.1158,478.7,10.51867319,21.7,712,5382.0,20680,25.5,0,0,0
1,debt_consolidation,0.0988,547.58,10.90888746,19.39,762,12752.04167,18667,20.3,1,0,0
1,debt_consolidation,0.1461,706.74,11.00209984,23.86,687,8071.0,4503,35.7,1,3,0
1,debt_consolidation,0.1148,197.82,10.81977828,1.87,717,13110.0,4133,14.0,0,0,0
1,debt_consolidation,0.1322,676.02,11.40756495,18.03,812,3929.958333,32422,95.6,1,0,0
0,debt_consolidation,0.1148,428.59,11.22524339,15.44,732,7170.0,74932,34.6,0,0,0
1,all_other,0.1183,198.81,10.95109493,14.77,722,5280.0,9107,93.9,0,0,0
1,debt_consolidation,0.0932,383.37,11.14186178,8.68,807,8580.041667,7336,7.2,0,0,0
1,credit_card,0.1392,573.5,12.32385568,24.06,702,6869.958333,109027,90.2,3,0,0
0,debt_consolidation,0.1249,140.48,10.80972795,7.68,662,1019.0,6670,72.5,1,0,0
1,debt_consolidation,0.1114,433.01,11.09741002,8.6,737,5162.0,26850,58.1,1,0,0
0,all_other,0.1829,435.58,11.53272809,14.8,652,4148.041667,52775,69.7,1,0,0
1,debt_consolidation,0.1496,110.87,10.95954023,20.43,672,5130.0,6552,95.4,1,1,0
0,credit_card,0.1482,207.47,10.77895629,22.13,657,8099.958333,22512,57.9,6,0,0
0,debt_consolidation,0.1253,284.47,10.59663473,15.6,702,2250.041667,8690,84.4,4,0,0
0,educational,0.1221,266.52,11.31260693,6.03,712,6780.0,11754,41.0,5,0,1
1,home_improvement,0.08,313.37,10.81985828,1.03,807,3390.958333,2161,13.2,0,0,0
1,credit_card,0.1218,33.3,10.40426284,13.56,692,2130.0,13781,65.8,3,0,0
1,small_business,0.1126,65.73,10.51867319,0.91,742,1559.958333,1219,10.3,2,0,0
1,debt_consolidation,0.1218,807.53,11.57988293,17.65,742,9360.0,81940,35.3,0,0,0
1,all_other,0.0737,108.66,10.70315458,13.89,787,5339.958333,5284,7.0,2,0,0
0,home_improvement,0.16,168.76,11.00209984,13.8,667,3600.0,9761,54.2,6,0,1
1,all_other,0.1221,506.39,11.69524702,8.91,742,4453.958333,10750,76.8,5,0,0
1,debt_consolidation,0.1324,253.58,11.83500896,9.16,662,4298.0,5122,18.2,2,1,0
0,credit_card,0.1412,134.38,11.255332800000001,12.37,657,3059.958333,11162,40.0,3,0,0
1,all_other,0.1183,99.41,11.184421400000002,11.12,727,8220.041667,1942,77.7,0,0,0
1,all_other,0.1126,39.44,11.00209984,5.38,717,5669.958333,27524,94.3,1,0,0
1,all_other,0.0907,305.6,10.85892207,3.67,807,5490.0,1631,1.3,1,0,0
1,debt_consolidation,0.0775,156.11,10.71441777,5.0,762,2131.0,1359,5.6,2,0,0
